bank,city,review,date
ICICI BANK,mumbai,"My experience with ICICI Bank for my Home Loan application was not entirely good. Long time was taken to offer me the sanction letter. Documentation was bit more detailed, the executive came and collected it from me. They suggested me to add my spouse as co-applicant to get better interest rate.","Aug 26, 2014"
ICICI BANK,kolkata,My home loan was from ICICI Bank. The services are very good. They were very fast. The whole process took seven days. They offered a good rate of interest. It was of 10.15%. They also did not take a processing fee for the loan.,"Aug 26, 2014"
ICICI BANK,allahabad,I have taken this Home loan with ICICI Bank and the service provided is really good. The loan process was quite lengthy but still its good because at that time the executives are not so knowledgeable about a loan flow.They have offered a floating rate of 7.25% in this loan. ,"Aug 24, 2014"
ICICI BANK,pune,"I transfer my existing Home loan to ICICI, they give me a very bad experience in services. ICICI have may hidden charges which is impacted on my budget. i got frustrated and think to transfer Home Loan to any other financial institute. ...... ","Aug 24, 2014"
ICICI BANK,hyderabad,ICICI Bank housing loan process was fine. Its prefect I am very much happy with the interest rate offered by them. Processing fee was good. I am getting statements from them on time it would be great if they reduce the interest rate. I am holding this loan for a period of 3 years.,"Aug 24, 2014"
ICICI BANK,bangalore,"I had good experience with Icici bank. I have already taken a home loan initially with them. Hence I found their service was good. Interest rate what they offered for my home loan taken few month back was reasonable one. Processing fee was also a reasonable one. So within 2 weeks my loan got disbursed. Icici bank it is good , hassle free and easy processing. ","Aug 24, 2014"
ICICI BANK,hyderabad,It was easy to work icici bank while my home loan process as the bank was near to my location They disbursed the loan in 20 days.Interest rate charge was 10.25% without any processing fee. I like the bank because they no other banks were ready to offer loan for the land were ICICI bank was ready to give.,"Aug 22, 2014"
ICICI BANK,chennai,"With ICICI bank I have only positive comments as they sanction the home loan immediately and for service charge I just paid 4k, which is very less. I have selected the plan of fixed interest rate as it is convenient for me. ICICI bank fulfilled everything on their commitments. ICICI bank is good and they are processing well.","Aug 22, 2014"
ICICI BANK,new delhi,I just got a call from local branch of Icici bank. An executive came to collect the documents. Everything went on pretty smooth. Once the documents were collected I have not got any call. I had to call them or follow them for everything. I would like to say that they should be little more professional in the thing what they do. Otherwise I am quite happy with the interest rate and processing fee. ,"Aug 22, 2014"
ICICI BANK,mumbai,ICICI housing loan is fine. Interest rate offered by them was good when compared to others its good. Processing fee charged by them was better than others. I am holding this account for about 2 years and there is no additional charges which is being charged for the same. Inspection and property valuation was done on time.,"Aug 22, 2014"
ICICI BANK,new delhi,"Through online website I planned to take my Home Loan from ICICI bank. They have offered me a rate of interest which is nominal. They have processed my loan application soon, my cheque also was processed and they made it ready without my confirmation. It would be great if they confirm the customers before processing any cheques on their names. ","Aug 20, 2014"
ICICI BANK,mumbai,"My Home Loan was approved by ICICI bank, they were responding the customers very quickly. Through online website only I have taken this loan from them. I planned to buy a resale flat so the bank requires some documents regarding that from the seller. It took long time to process my application. It would be great if they reduce their processing time period. ","Aug 20, 2014"
